hospital_id,name,state,city,pincode,bed_count,specialties,address,latitude,longitude,is_empanelled_public,created_at
H200617,Siliguri Health Institute 1122,West Bengal,Siliguri,300617,364,"Orthopedics,Neurology",147 Siliguri Medical Road,21.725866,86.261216,no,2025-09-30
H200618,Guwahati Health Institute 6407,Assam,Guwahati,300618,623,"Orthopedics,Gastroenterology",48 Guwahati Medical Road,21.157351,73.197566,no,2025-09-30
H200619,Nagpur Health Institute 4131,Maharashtra,Nagpur,300619,1132,"Neurology,ENT,Oncology",258 Nagpur Medical Road,21.446899,78.156321,yes,2025-09-30
H200620,Coimbatore Health Institute 6032,Tamil Nadu,Coimbatore,300620,190,"General Medicine,Neurology,ENT,Orthopedics",174 Coimbatore Medical Road,24.19819,68.431326,yes,2025-09-30
H200621,Coimbatore Health Institute 8052,Tamil Nadu,Coimbatore,300621,930,"Oncology,Neurology,Pediatrics,General Medicine,Cardiology",300 Coimbatore Medical Road,21.223179,74.188945,no,2025-09-30
H200622,Siliguri Health Institute 2600,West Bengal,Siliguri,300622,290,"Neurology,Pediatrics",37 Siliguri Medical Road,27.396671,84.632637,no,2025-09-30
H200623,Guwahati Health Institute 7200,Assam,Guwahati,300623,920,"Nephrology,ENT,Cardiology,Neurology,Gastroenterology",54 Guwahati Medical Road,9.528905,77.227044,no,2025-09-30
H200624,Agra Health Institute 5639,Uttar Pradesh,Agra,300624,947,"Cardiology,Neurology",14 Agra Medical Road,26.985907,68.817429,no,2025-09-30
H200625,Pune Health Institute 6993,Maharashtra,Pune,300625,912,"Gastroenterology,ENT,Oncology,Nephrology,Orthopedics",147 Pune Medical Road,29.399726,71.305408,yes,2025-09-30
H200626,Tiruchirappalli Health Institute 6373,Tamil Nadu,Tiruchirappalli,300626,377,"Cardiology,ENT",64 Tiruchirappalli Medical Road,24.164379,73.576917,no,2025-09-30
H200627,Guwahati Health Institute 208,Assam,Guwahati,300627,498,"Gastroenterology,Orthopedics,ENT,General Medicine,Oncology",185 Guwahati Medical Road,25.833459,83.56837,no,2025-09-30
H200628,Chandigarh Health Institute 9715,Punjab,Chandigarh,300628,850,"Orthopedics,Pediatrics",67 Chandigarh Medical Road,22.532564,87.625414,no,2025-09-30
H200629,South Delhi Health Institute 2438,Delhi,South Delhi,300629,514,"ENT,Cardiology,Gastroenterology",103 South Delhi Medical Road,9.626658,75.349678,no,2025-09-30
H200630,Asansol Health Institute 9868,West Bengal,Asansol,300630,1190,"ENT,Oncology",184 Asansol Medical Road,19.840461,71.488233,no,2025-09-30
H200631,Thiruvananthapuram Health Institute 140,Kerala,Thiruvananthapuram,300631,29,"Nephrology,Gastroenterology,Orthopedics",296 Thiruvananthapuram Medical Road,25.919809,76.199478,no,2025-09-30
H200632,Gaya Health Institute 447,Bihar,Gaya,300632,64,"Pediatrics,Nephrology,Gastroenterology,Orthopedics,Oncology",3 Gaya Medical Road,25.879068,71.214365,no,2025-09-30
H200633,Kochi Health Institute 6770,Kerala,Kochi,300633,899,"Cardiology,ENT,Neurology,Pediatrics,Orthopedics",108 Kochi Medical Road,10.46235,85.802124,no,2025-09-30
H200634,Asansol Health Institute 8447,West Bengal,Asansol,300634,829,"Neurology,ENT",201 Asansol Medical Road,8.461733,76.265334,no,2025-09-30
H200635,Guwahati Health Institute 5787,Assam,Guwahati,300635,564,"Nephrology,Oncology,Pediatrics,General Medicine",272 Guwahati Medical Road,14.523687,81.188586,no,2025-09-30
H200636,Agra Health Institute 4597,Uttar Pradesh,Agra,300636,363,"Neurology,Oncology,ENT,Cardiology",60 Agra Medical Road,21.121581,77.565107,no,2025-09-30
H200637,Hyderabad Health Institute 5708,Telangana,Hyderabad,300637,562,"Gastroenterology,Cardiology",178 Hyderabad Medical Road,16.25881,78.717138,no,2025-09-30
H200638,Jodhpur Health Institute 4605,Rajasthan,Jodhpur,300638,266,"Oncology,Pediatrics,Nephrology,ENT,Gastroenterology",278 Jodhpur Medical Road,19.380806,81.266395,yes,2025-09-30
H200639,Hubli Health Institute 6251,Karnataka,Hubli,300639,994,"Pediatrics,Gastroenterology",273 Hubli Medical Road,11.581945,74.858491,no,2025-09-30
H200640,Kochi Health Institute 7722,Kerala,Kochi,300640,529,"Gastroenterology,Cardiology,Neurology,Orthopedics",31 Kochi Medical Road,27.293477,87.181146,no,2025-09-30
H200641,Kochi Health Institute 8430,Kerala,Kochi,300641,370,"Neurology,Orthopedics,General Medicine,Cardiology,Nephrology",186 Kochi Medical Road,29.012662,68.317169,no,2025-09-30
H200642,Ranchi Health Institute 4665,Jharkhand,Ranchi,300642,470,"Pediatrics,ENT",49 Ranchi Medical Road,31.748647,75.411545,no,2025-09-30
H200643,New Delhi Health Institute 824,Delhi,New Delhi,300643,828,"Pediatrics,Oncology,Cardiology",209 New Delhi Medical Road,10.147991,80.485947,no,2025-09-30
H200644,Asansol Health Institute 451,West Bengal,Asansol,300644,1003,"General Medicine,Oncology,Neurology,Nephrology,Gastroenterology",270 Asansol Medical Road,31.307093,86.673616,no,2025-09-30
H200645,Mumbai Health Institute 6771,Maharashtra,Mumbai,300645,365,"Oncology,Gastroenterology,General Medicine,Pediatrics",53 Mumbai Medical Road,29.988306,82.149685,yes,2025-09-30
H200646,Agra Health Institute 1844,Uttar Pradesh,Agra,300646,740,"Pediatrics,General Medicine,Orthopedics",112 Agra Medical Road,12.451224,77.431371,no,2025-09-30
H200647,Mangalore Health Institute 9045,Karnataka,Mangalore,300647,862,"Neurology,General Medicine",220 Mangalore Medical Road,9.054964,76.985474,no,2025-09-30
H200648,Guwahati Health Institute 9622,Assam,Guwahati,300648,242,"Gastroenterology,Neurology,Nephrology",91 Guwahati Medical Road,23.738353,85.170885,no,2025-09-30
H200649,Guwahati Health Institute 4772,Assam,Guwahati,300649,733,"Orthopedics,General Medicine,Oncology,Gastroenterology,Nephrology",73 Guwahati Medical Road,9.803521,84.474584,no,2025-09-30
H200650,Bhubaneswar Health Institute 6602,Odisha,Bhubaneswar,300650,1106,"General Medicine,ENT",280 Bhubaneswar Medical Road,22.11112,69.525177,no,2025-09-30
H200651,Ranchi Health Institute 590,Jharkhand,Ranchi,300651,130,"General Medicine,Orthopedics",115 Ranchi Medical Road,20.771974,69.034513,no,2025-09-30
H200652,Guwahati Health Institute 9319,Assam,Guwahati,300652,683,"Neurology,Gastroenterology,Oncology,Cardiology",272 Guwahati Medical Road,27.522971,85.896279,yes,2025-09-30
H200653,Aurangabad Health Institute 3349,Maharashtra,Aurangabad,300653,501,"Orthopedics,Cardiology,ENT",289 Aurangabad Medical Road,11.088093,85.665142,no,2025-09-30
H200654,New Delhi Health Institute 6962,Delhi,New Delhi,300654,917,"Orthopedics,Gastroenterology",292 New Delhi Medical Road,9.528071,87.328685,no,2025-09-30
H200655,Cuttack Health Institute 597,Odisha,Cuttack,300655,208,"Orthopedics,Pediatrics,General Medicine,Cardiology,ENT",54 Cuttack Medical Road,26.508398,87.350742,no,2025-09-30
H200656,New Delhi Health Institute 1031,Delhi,New Delhi,300656,869,"ENT,Neurology,General Medicine",286 New Delhi Medical Road,17.261737,81.358636,no,2025-09-30
H200657,Patna Health Institute 2349,Bihar,Patna,300657,311,"Pediatrics,Gastroenterology",225 Patna Medical Road,30.727272,79.627592,yes,2025-09-30
H200658,Kochi Health Institute 7501,Kerala,Kochi,300658,139,"General Medicine,Neurology,Oncology,Pediatrics,Cardiology",27 Kochi Medical Road,11.666233,82.008679,no,2025-09-30
H200659,New Delhi Health Institute 3794,Delhi,New Delhi,300659,302,"Oncology,Orthopedics",105 New Delhi Medical Road,26.099845,81.380565,no,2025-09-30
H200660,Asansol Health Institute 3419,West Bengal,Asansol,300660,48,"Pediatrics,Orthopedics,Nephrology,Oncology,Gastroenterology",285 Asansol Medical Road,8.689996,87.028138,no,2025-09-30
H200661,Tiruchirappalli Health Institute 5457,Tamil Nadu,Tiruchirappalli,300661,398,"Pediatrics,ENT,General Medicine",115 Tiruchirappalli Medical Road,9.908697,75.376295,no,2025-09-30
H200662,Thiruvananthapuram Health Institute 3492,Kerala,Thiruvananthapuram,300662,392,"ENT,Oncology,Cardiology,Nephrology",125 Thiruvananthapuram Medical Road,20.389775,76.662127,no,2025-09-30
H200663,Hubli Health Institute 9100,Karnataka,Hubli,300663,749,"Gastroenterology,Orthopedics",247 Hubli Medical Road,8.945352,80.131335,no,2025-09-30
H200664,Hyderabad Health Institute 3525,Telangana,Hyderabad,300664,408,"Orthopedics,General Medicine",246 Hyderabad Medical Road,16.507646,83.242946,no,2025-09-30
H200665,Ranchi Health Institute 2359,Jharkhand,Ranchi,300665,623,"Nephrology,ENT,Cardiology,Gastroenterology,Oncology",277 Ranchi Medical Road,25.039759,82.902821,no,2025-09-30
H200666,Kolkata Health Institute 2372,West Bengal,Kolkata,300666,73,"Pediatrics,ENT,Cardiology,Gastroenterology,Neurology",184 Kolkata Medical Road,9.733215,75.27073,no,2025-09-30
H200667,Nagpur Health Institute 287,Maharashtra,Nagpur,300667,683,"Nephrology,Oncology",280 Nagpur Medical Road,11.451063,86.597119,no,2025-09-30
H200668,Chandigarh Health Institute 1884,Punjab,Chandigarh,300668,709,"Cardiology,ENT,Nephrology,Neurology,General Medicine",244 Chandigarh Medical Road,18.96521,86.383773,no,2025-09-30
H200669,Hyderabad Health Institute 818,Telangana,Hyderabad,300669,368,"General Medicine,Cardiology,ENT,Gastroenterology,Nephrology",214 Hyderabad Medical Road,28.261507,81.987859,no,2025-09-30
H200670,Gaya Health Institute 3468,Bihar,Gaya,300670,970,"Gastroenterology,ENT,Cardiology,Neurology",140 Gaya Medical Road,28.164876,87.044115,no,2025-09-30
H200671,Kozhikode Health Institute 6273,Kerala,Kozhikode,300671,1055,"Pediatrics,Orthopedics,Oncology,Nephrology,Gastroenterology",205 Kozhikode Medical Road,9.491624,72.006614,no,2025-09-30
H200672,Aurangabad Health Institute 5112,Maharashtra,Aurangabad,300672,522,"Orthopedics,Neurology,General Medicine,Gastroenterology,Oncology",149 Aurangabad Medical Road,23.399399,74.169479,no,2025-09-30
H200673,South Delhi Health Institute 8988,Delhi,South Delhi,300673,1083,"Pediatrics,Orthopedics,ENT,General Medicine,Nephrology",223 South Delhi Medical Road,8.765643,71.589327,no,2025-09-30
H200674,Amritsar Health Institute 9224,Punjab,Amritsar,300674,462,"General Medicine,Neurology,Gastroenterology",242 Amritsar Medical Road,15.556403,81.61551,no,2025-09-30
H200675,Nashik Health Institute 132,Maharashtra,Nashik,300675,614,"General Medicine,Oncology",172 Nashik Medical Road,31.892522,76.656385,yes,2025-09-30
H200676,Mumbai Health Institute 3425,Maharashtra,Mumbai,300676,1175,"General Medicine,Gastroenterology,Oncology,Orthopedics,Neurology",198 Mumbai Medical Road,15.677274,74.152851,no,2025-09-30
H200677,Lucknow Health Institute 1583,Uttar Pradesh,Lucknow,300677,608,"ENT,Gastroenterology,Cardiology",271 Lucknow Medical Road,28.900318,79.532331,no,2025-09-30
H200678,Patna Health Institute 8508,Bihar,Patna,300678,423,"General Medicine,Cardiology",280 Patna Medical Road,26.213345,68.997222,no,2025-09-30
H200679,Jodhpur Health Institute 1809,Rajasthan,Jodhpur,300679,120,"Oncology,Pediatrics,Neurology",86 Jodhpur Medical Road,10.371544,79.818952,no,2025-09-30
H200680,Patna Health Institute 8051,Bihar,Patna,300680,223,"Cardiology,Nephrology,Oncology,Neurology,ENT",285 Patna Medical Road,30.04413,78.882884,no,2025-09-30
H200681,Asansol Health Institute 5600,West Bengal,Asansol,300681,394,"Gastroenterology,Oncology,Orthopedics",155 Asansol Medical Road,26.151064,73.338376,no,2025-09-30
H200682,Cuttack Health Institute 1367,Odisha,Cuttack,300682,500,"ENT,Cardiology",197 Cuttack Medical Road,30.443369,74.710855,no,2025-09-30
H200683,Patna Health Institute 2036,Bihar,Patna,300683,1049,"Neurology,Cardiology",162 Patna Medical Road,16.852926,69.861592,no,2025-09-30
H200684,Jodhpur Health Institute 3369,Rajasthan,Jodhpur,300684,510,"Oncology,Neurology,General Medicine,Nephrology",294 Jodhpur Medical Road,16.581076,72.558022,yes,2025-09-30
H200685,Vadodara Health Institute 3524,Gujarat,Vadodara,300685,399,"Gastroenterology,Oncology,Nephrology,ENT",185 Vadodara Medical Road,24.956504,82.126716,no,2025-09-30
H200686,Asansol Health Institute 7331,West Bengal,Asansol,300686,903,"Pediatrics,Oncology,ENT,Orthopedics",26 Asansol Medical Road,25.354618,74.927108,yes,2025-09-30
H200687,Warangal Health Institute 9296,Telangana,Warangal,300687,878,"Pediatrics,Neurology",264 Warangal Medical Road,21.899824,81.802232,no,2025-09-30
H200688,Ludhiana Health Institute 4321,Punjab,Ludhiana,300688,455,"Nephrology,Pediatrics",161 Ludhiana Medical Road,14.359835,73.807828,no,2025-09-30
H200689,Amritsar Health Institute 8615,Punjab,Amritsar,300689,894,"Pediatrics,Cardiology,Nephrology,ENT,Neurology",19 Amritsar Medical Road,27.60057,72.320364,no,2025-09-30
H200690,Ranchi Health Institute 2110,Jharkhand,Ranchi,300690,406,"ENT,Cardiology,Gastroenterology,Oncology,Pediatrics",107 Ranchi Medical Road,27.217808,73.730729,no,2025-09-30
H200691,New Delhi Health Institute 8457,Delhi,New Delhi,300691,357,"General Medicine,Oncology,Neurology,Gastroenterology,ENT",207 New Delhi Medical Road,30.065691,85.724825,no,2025-09-30
H200692,Hyderabad Health Institute 9223,Telangana,Hyderabad,300692,298,"Oncology,Cardiology",90 Hyderabad Medical Road,17.68732,81.26262,no,2025-09-30
H200693,Thiruvananthapuram Health Institute 9883,Kerala,Thiruvananthapuram,300693,1047,"Oncology,Gastroenterology",242 Thiruvananthapuram Medical Road,31.983151,72.705388,no,2025-09-30
H200694,Lucknow Health Institute 9843,Uttar Pradesh,Lucknow,300694,1176,"Nephrology,Orthopedics,Cardiology,ENT",246 Lucknow Medical Road,15.36921,73.196895,no,2025-09-30
H200695,Faridabad Health Institute 5277,Haryana,Faridabad,300695,181,"Orthopedics,Nephrology",218 Faridabad Medical Road,20.514267,68.832732,no,2025-09-30
H200696,Kozhikode Health Institute 1621,Kerala,Kozhikode,300696,848,"Pediatrics,Gastroenterology,Neurology",57 Kozhikode Medical Road,15.849144,80.399582,no,2025-09-30
H200697,Agra Health Institute 6591,Uttar Pradesh,Agra,300697,1129,"Nephrology,Oncology,General Medicine,Neurology",116 Agra Medical Road,15.837469,71.05562,no,2025-09-30
H200698,Ludhiana Health Institute 2876,Punjab,Ludhiana,300698,1012,"Neurology,ENT,Gastroenterology,Cardiology",119 Ludhiana Medical Road,13.175646,69.121781,no,2025-09-30
H200699,Nagpur Health Institute 2157,Maharashtra,Nagpur,300699,673,"Gastroenterology,General Medicine,Neurology,Orthopedics",179 Nagpur Medical Road,31.976809,79.638623,no,2025-09-30
H200700,South Delhi Health Institute 7364,Delhi,South Delhi,300700,608,"General Medicine,Nephrology,ENT,Gastroenterology",126 South Delhi Medical Road,9.870203,73.831441,no,2025-09-30
H200701,Noida Health Institute 6304,Uttar Pradesh,Noida,300701,181,"Neurology,Pediatrics,General Medicine,Nephrology,Orthopedics",281 Noida Medical Road,26.351505,71.620851,no,2025-09-30
H200702,Chandigarh Health Institute 999,Punjab,Chandigarh,300702,914,"Cardiology,Gastroenterology,Nephrology,ENT",267 Chandigarh Medical Road,27.355923,86.63209,no,2025-09-30
H200703,Raipur Health Institute 3705,Chhattisgarh,Raipur,300703,1032,"Nephrology,Neurology,Orthopedics",259 Raipur Medical Road,17.887849,87.083306,no,2025-09-30
H200704,Mumbai Health Institute 2674,Maharashtra,Mumbai,300704,940,"General Medicine,ENT,Gastroenterology,Nephrology",65 Mumbai Medical Road,20.141049,74.193679,no,2025-09-30
H200705,Vadodara Health Institute 2021,Gujarat,Vadodara,300705,208,"Neurology,Nephrology,Gastroenterology,Cardiology",26 Vadodara Medical Road,8.14918,80.218675,no,2025-09-30
H200706,Raipur Health Institute 339,Chhattisgarh,Raipur,300706,790,"Cardiology,Orthopedics,ENT",131 Raipur Medical Road,10.328145,82.13547,no,2025-09-30
H200707,Ludhiana Health Institute 6010,Punjab,Ludhiana,300707,978,"Oncology,Cardiology,Gastroenterology,Orthopedics,Neurology",44 Ludhiana Medical Road,15.381241,83.420587,no,2025-09-30
H200708,Raipur Health Institute 6754,Chhattisgarh,Raipur,300708,1008,"Orthopedics,Neurology",5 Raipur Medical Road,26.792054,85.705233,no,2025-09-30
H200709,Mangalore Health Institute 3105,Karnataka,Mangalore,300709,71,"Gastroenterology,General Medicine,Pediatrics,ENT,Orthopedics",264 Mangalore Medical Road,26.763708,77.685171,no,2025-09-30
H200710,Jodhpur Health Institute 2931,Rajasthan,Jodhpur,300710,77,"Gastroenterology,Pediatrics,Cardiology",222 Jodhpur Medical Road,12.171402,74.35639,no,2025-09-30
H200711,Madurai Health Institute 4360,Tamil Nadu,Madurai,300711,644,"General Medicine,Cardiology,Neurology",174 Madurai Medical Road,19.69827,80.511834,no,2025-09-30
H200712,Kozhikode Health Institute 6542,Kerala,Kozhikode,300712,612,"ENT,Orthopedics,Oncology,Nephrology",117 Kozhikode Medical Road,30.519162,78.69116,no,2025-09-30
H200713,Ahmedabad Health Institute 528,Gujarat,Ahmedabad,300713,829,"Cardiology,Nephrology",233 Ahmedabad Medical Road,22.04074,83.003967,no,2025-09-30
H200714,Thiruvananthapuram Health Institute 6904,Kerala,Thiruvananthapuram,300714,1019,"Cardiology,Oncology,Orthopedics",267 Thiruvananthapuram Medical Road,31.051924,74.465806,no,2025-09-30
H200715,Gurgaon Health Institute 4680,Haryana,Gurgaon,300715,1008,"General Medicine,Oncology",9 Gurgaon Medical Road,29.646762,80.068973,no,2025-09-30
H200716,Ludhiana Health Institute 6332,Punjab,Ludhiana,300716,626,"Gastroenterology,Orthopedics,ENT,Cardiology,Pediatrics",94 Ludhiana Medical Road,30.30917,77.032033,no,2025-09-30
H200717,Warangal Health Institute 6296,Telangana,Warangal,300717,1059,"Cardiology,Gastroenterology,Orthopedics,Nephrology,General Medicine",105 Warangal Medical Road,30.160783,68.920413,no,2025-09-30
H200718,Ranchi Health Institute 7927,Jharkhand,Ranchi,300718,820,"Cardiology,Orthopedics,Oncology,ENT",54 Ranchi Medical Road,22.186288,76.006749,no,2025-09-30
H200719,Guwahati Health Institute 8039,Assam,Guwahati,300719,758,"Neurology,Pediatrics",53 Guwahati Medical Road,14.903294,85.547283,no,2025-09-30
H200720,Ranchi Health Institute 435,Jharkhand,Ranchi,300720,533,"Orthopedics,Neurology,General Medicine",55 Ranchi Medical Road,30.482127,73.698772,no,2025-09-30
H200721,South Delhi Health Institute 6430,Delhi,South Delhi,300721,762,"Gastroenterology,Oncology,General Medicine,Orthopedics,Pediatrics",258 South Delhi Medical Road,26.675717,70.438588,no,2025-09-30
H200722,Kolkata Health Institute 4328,West Bengal,Kolkata,300722,873,"Pediatrics,ENT,Orthopedics,Cardiology",120 Kolkata Medical Road,9.417654,86.623534,no,2025-09-30
H200723,Guwahati Health Institute 2913,Assam,Guwahati,300723,249,"Orthopedics,Gastroenterology,ENT,General Medicine",215 Guwahati Medical Road,22.147324,76.311527,no,2025-09-30
H200724,Kochi Health Institute 3633,Kerala,Kochi,300724,1169,"Neurology,Pediatrics,Cardiology,ENT",44 Kochi Medical Road,12.856212,71.73512,no,2025-09-30
H200725,South Delhi Health Institute 2169,Delhi,South Delhi,300725,42,"ENT,Neurology",216 South Delhi Medical Road,17.548403,74.139018,no,2025-09-30
H200726,Ranchi Health Institute 1388,Jharkhand,Ranchi,300726,255,"Pediatrics,Nephrology,Orthopedics,Gastroenterology",248 Ranchi Medical Road,24.198955,87.965861,no,2025-09-30
H200727,Nagpur Health Institute 4823,Maharashtra,Nagpur,300727,176,"Neurology,General Medicine",246 Nagpur Medical Road,10.64189,83.980569,no,2025-09-30
H200728,Guwahati Health Institute 5234,Assam,Guwahati,300728,1182,"ENT,Orthopedics,Nephrology,Cardiology,General Medicine",220 Guwahati Medical Road,9.654008,79.194046,no,2025-09-30
H200729,Tiruchirappalli Health Institute 4013,Tamil Nadu,Tiruchirappalli,300729,96,"Neurology,Gastroenterology,Cardiology",115 Tiruchirappalli Medical Road,13.348509,73.367175,no,2025-09-30
H200730,Gaya Health Institute 3994,Bihar,Gaya,300730,791,"Oncology,Pediatrics",167 Gaya Medical Road,18.372461,68.353984,no,2025-09-30
H200731,Mumbai Health Institute 7754,Maharashtra,Mumbai,300731,165,"Cardiology,Pediatrics,ENT,Oncology",225 Mumbai Medical Road,12.862718,80.294162,no,2025-09-30
H200732,Kolkata Health Institute 4098,West Bengal,Kolkata,300732,1114,"Gastroenterology,Pediatrics,Nephrology,Neurology,General Medicine",138 Kolkata Medical Road,32.261498,78.059184,no,2025-09-30
H200733,Kozhikode Health Institute 6939,Kerala,Kozhikode,300733,915,"Pediatrics,Orthopedics,ENT,Cardiology",21 Kozhikode Medical Road,28.459614,73.826058,no,2025-09-30
H200734,Faridabad Health Institute 7726,Haryana,Faridabad,300734,195,"General Medicine,Nephrology",138 Faridabad Medical Road,8.704209,75.545918,no,2025-09-30
H200735,Raipur Health Institute 4171,Chhattisgarh,Raipur,300735,68,"General Medicine,Orthopedics",77 Raipur Medical Road,23.402434,68.114744,no,2025-09-30
H200736,Chennai Health Institute 9811,Tamil Nadu,Chennai,300736,783,"Oncology,ENT",38 Chennai Medical Road,12.756222,79.079124,no,2025-09-30
H200737,Agra Health Institute 2170,Uttar Pradesh,Agra,300737,261,"Pediatrics,General Medicine,Orthopedics",143 Agra Medical Road,31.528377,69.512785,no,2025-09-30
H200738,Kanpur Health Institute 1471,Uttar Pradesh,Kanpur,300738,287,"Pediatrics,Gastroenterology,Neurology,General Medicine,ENT",182 Kanpur Medical Road,31.617597,69.012627,no,2025-09-30
H200739,Mysuru Health Institute 5890,Karnataka,Mysuru,300739,806,"Pediatrics,Cardiology,Orthopedics,Gastroenterology",58 Mysuru Medical Road,18.698066,79.556272,no,2025-09-30
H200740,Guwahati Health Institute 3428,Assam,Guwahati,300740,155,"General Medicine,Gastroenterology,Cardiology,Nephrology,Neurology",7 Guwahati Medical Road,19.733041,74.398255,no,2025-09-30
H200741,Kolkata Health Institute 433,West Bengal,Kolkata,300741,144,"Neurology,Oncology,Nephrology",259 Kolkata Medical Road,19.47785,70.252968,no,2025-09-30
H200742,Warangal Health Institute 833,Telangana,Warangal,300742,274,"General Medicine,Pediatrics,Orthopedics,ENT,Nephrology",118 Warangal Medical Road,25.382028,81.319816,no,2025-09-30
H200743,Warangal Health Institute 1776,Telangana,Warangal,300743,895,"Neurology,Cardiology,Pediatrics",186 Warangal Medical Road,17.199892,72.866625,no,2025-09-30
H200744,Tiruchirappalli Health Institute 6110,Tamil Nadu,Tiruchirappalli,300744,151,"Pediatrics,ENT,Cardiology,Orthopedics,Nephrology",191 Tiruchirappalli Medical Road,32.399742,86.843236,no,2025-09-30
H200745,Hyderabad Health Institute 6939,Telangana,Hyderabad,300745,263,"General Medicine,Cardiology,Gastroenterology,Orthopedics",43 Hyderabad Medical Road,14.737121,73.487809,no,2025-09-30
H200746,Hyderabad Health Institute 5871,Telangana,Hyderabad,300746,854,"Gastroenterology,Cardiology",7 Hyderabad Medical Road,10.929108,72.825067,no,2025-09-30
H200747,Mysuru Health Institute 6010,Karnataka,Mysuru,300747,651,"ENT,General Medicine,Gastroenterology,Neurology,Nephrology",130 Mysuru Medical Road,14.568014,80.465024,no,2025-09-30
H200748,Bengaluru Health Institute 8077,Karnataka,Bengaluru,300748,865,"General Medicine,Neurology",250 Bengaluru Medical Road,13.88577,86.09594,no,2025-09-30
H200749,Gaya Health Institute 5261,Bihar,Gaya,300749,42,"Cardiology,Nephrology",254 Gaya Medical Road,25.312869,74.006618,no,2025-09-30
H200750,Coimbatore Health Institute 6172,Tamil Nadu,Coimbatore,300750,927,"Oncology,ENT",209 Coimbatore Medical Road,9.937814,71.804015,no,2025-09-30
H200751,Gurgaon Health Institute 8184,Haryana,Gurgaon,300751,726,"Neurology,Gastroenterology,ENT,Orthopedics,General Medicine",115 Gurgaon Medical Road,21.880883,85.238781,no,2025-09-30
H200752,Surat Health Institute 6714,Gujarat,Surat,300752,495,"Gastroenterology,Neurology,Pediatrics",234 Surat Medical Road,15.892742,82.82689,yes,2025-09-30
H200753,Aurangabad Health Institute 2969,Maharashtra,Aurangabad,300753,1018,"Cardiology,Nephrology",157 Aurangabad Medical Road,9.644056,87.102658,no,2025-09-30
H200754,Chandigarh Health Institute 1949,Punjab,Chandigarh,300754,185,"Oncology,Cardiology",147 Chandigarh Medical Road,18.517394,71.48741,no,2025-09-30
H200755,Surat Health Institute 4719,Gujarat,Surat,300755,257,"Gastroenterology,Oncology",261 Surat Medical Road,8.252808,82.92079,no,2025-09-30
H200756,Guwahati Health Institute 9827,Assam,Guwahati,300756,384,"Cardiology,General Medicine,Orthopedics,Oncology,Gastroenterology",98 Guwahati Medical Road,25.816078,81.304694,no,2025-09-30
H200757,Ranchi Health Institute 8744,Jharkhand,Ranchi,300757,758,"Neurology,Pediatrics,ENT",114 Ranchi Medical Road,32.078754,77.532983,no,2025-09-30
H200758,Raipur Health Institute 2502,Chhattisgarh,Raipur,300758,820,"Pediatrics,Cardiology,Gastroenterology,General Medicine",40 Raipur Medical Road,25.811935,69.302394,no,2025-09-30
H200759,Kochi Health Institute 7524,Kerala,Kochi,300759,1059,"Neurology,Gastroenterology,Nephrology,Oncology,ENT",161 Kochi Medical Road,10.775122,68.049325,no,2025-09-30
H200760,Thiruvananthapuram Health Institute 2922,Kerala,Thiruvananthapuram,300760,740,"Oncology,General Medicine,Neurology",72 Thiruvananthapuram Medical Road,27.024486,68.527016,no,2025-09-30
H200761,Gurgaon Health Institute 7324,Haryana,Gurgaon,300761,1035,"Oncology,Neurology,Pediatrics",6 Gurgaon Medical Road,32.259359,80.408945,no,2025-09-30
H200762,Udaipur Health Institute 4986,Rajasthan,Udaipur,300762,158,"Nephrology,ENT,Pediatrics,General Medicine",264 Udaipur Medical Road,17.44751,68.29617,no,2025-09-30
H200763,Raipur Health Institute 2609,Chhattisgarh,Raipur,300763,165,"ENT,Nephrology,Cardiology,Orthopedics,Neurology",185 Raipur Medical Road,20.441792,72.487887,no,2025-09-30
H200764,South Delhi Health Institute 1495,Delhi,South Delhi,300764,1107,"Pediatrics,Nephrology,Orthopedics,Oncology,Gastroenterology",80 South Delhi Medical Road,15.742616,78.378566,no,2025-09-30
H200765,Ranchi Health Institute 3921,Jharkhand,Ranchi,300765,950,"Neurology,General Medicine,Cardiology,Gastroenterology,Pediatrics",300 Ranchi Medical Road,29.519571,84.654791,no,2025-09-30
H200766,Gurgaon Health Institute 7490,Haryana,Gurgaon,300766,180,"Nephrology,ENT,Gastroenterology",214 Gurgaon Medical Road,28.749183,87.507247,no,2025-09-30
H200767,Madurai Health Institute 5198,Tamil Nadu,Madurai,300767,746,"Gastroenterology,Oncology,Pediatrics,Neurology,Cardiology",15 Madurai Medical Road,25.635541,77.51224,no,2025-09-30
H200768,Mumbai Health Institute 6830,Maharashtra,Mumbai,300768,1005,"Oncology,Gastroenterology,ENT",164 Mumbai Medical Road,22.685606,82.145448,no,2025-09-30
H200769,Mumbai Health Institute 7327,Maharashtra,Mumbai,300769,725,"General Medicine,Nephrology,Oncology,ENT",236 Mumbai Medical Road,20.905584,76.324164,no,2025-09-30
H200770,Kanpur Health Institute 948,Uttar Pradesh,Kanpur,300770,60,"Pediatrics,General Medicine",216 Kanpur Medical Road,26.572624,80.599483,no,2025-09-30
H200771,Ranchi Health Institute 5145,Jharkhand,Ranchi,300771,641,"Nephrology,Oncology,Cardiology,Neurology",8 Ranchi Medical Road,24.852946,86.537767,no,2025-09-30
